"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0043204","perikaryon","4/32","152/19960",0.0263157894736842,16.4144736842105,7.64438764546446,9.84577357084946e-05,0.0135871675277723,0.00984577357084946,"TOP1/CACNA1C/CNR2/SMN1",4
"GO:0016323","basolateral plasma membrane","4/32","264/19960",0.0151515151515152,9.45075757575758,5.53886920764249,0.000803715073686576,0.0545270826165976,0.0395123787076794,"TSHR/HPGD/SLC22A1/EGFR",4
"GO:0009925","basal plasma membrane","4/32","298/19960",0.0134228187919463,8.37248322147651,5.13831352320727,0.00125932643066438,0.0545270826165976,0.0395123787076794,"TSHR/HPGD/SLC22A1/EGFR",4
"GO:0045178","basal part of cell","4/32","317/19960",0.0126182965299685,7.87066246056782,4.94125033695483,0.00158049514830718,0.0545270826165976,0.0395123787076794,"TSHR/HPGD/SLC22A1/EGFR",4
"GO:0009295","nucleoid","2/32","48/19960",0.0416666666666667,25.9895833333333,6.94599894152735,0.00268245057119067,0.0616963631373855,0.0447075095198446,"HSD17B10/TERT",2
"GO:0042645","mitochondrial nucleoid","2/32","48/19960",0.0416666666666667,25.9895833333333,6.94599894152735,0.00268245057119067,0.0616963631373855,0.0447075095198446,"HSD17B10/TERT",2
"GO:0016607","nuclear speck","4/32","416/19960",0.00961538461538462,5.99759615384615,4.12775220447766,0.00421462193652372,0.0813895453435129,0.0589779314083427,"HIF1A/AR/MAPT/TERT",4
"GO:1904115","axon cytoplasm","2/32","64/19960",0.03125,19.4921875,5.9375586171043,0.00471823451266741,0.0813895453435129,0.0589779314083427,"HIF1A/MAPT",2
"GO:0097418","neurofibrillary tangle","1/32","5/19960",0.2,124.75,11.0896251055155,0.00799116872073413,0.0960297091995064,0.0695867457967438,"MAPT",1
"GO:0036464","cytoplasmic ribonucleoprotein granule","3/32","258/19960",0.0116279069767442,7.25290697674419,4.05087819255793,0.00802854373627975,0.0960297091995064,0.0695867457967438,"TOP1/MAPT/SMN1",3
"GO:0120111","neuron projection cytoplasm","2/32","89/19960",0.0224719101123595,14.0168539325843,4.93177998905422,0.00893960077676361,0.0960297091995064,0.0695867457967438,"HIF1A/MAPT",2
"GO:0097443","sorting endosome","1/32","6/19960",0.166666666666667,103.958333333333,10.1072885848367,0.00958196213596529,0.0960297091995064,0.0695867457967438,"PTPN1",1
"GO:0097487","multivesicular body, internal vesicle","1/32","6/19960",0.166666666666667,103.958333333333,10.1072885848367,0.00958196213596529,0.0960297091995064,0.0695867457967438,"EGFR",1
"GO:0035770","ribonucleoprotein granule","3/32","277/19960",0.0108303249097473,6.75541516245487,3.8653018612904,0.00974214441154413,0.0960297091995064,0.0695867457967438,"TOP1/MAPT/SMN1",3
"GO:0045121","membrane raft","3/32","293/19960",0.0102389078498294,6.38651877133106,3.72207782797762,0.0113390827329652,0.0974851829789562,0.0706414369412726,"PTGS2/MAPT/EGFR",3
"GO:0098857","membrane microdomain","3/32","295/19960",0.0101694915254237,6.34322033898305,3.70492684572718,0.0115487362239664,0.0974851829789562,0.0706414369412726,"PTGS2/MAPT/EGFR",3
"GO:0030061","mitochondrial crista","1/32","8/19960",0.125,77.96875,8.72526708721086,0.012756138440143,0.0974851829789562,0.0706414369412726,"PTPN1",1
"GO:0043527","tRNA methyltransferase complex","1/32","8/19960",0.125,77.96875,8.72526708721086,0.012756138440143,0.0974851829789562,0.0706414369412726,"HSD17B10",1
"GO:0031965","nuclear membrane","3/32","312/19960",0.00961538461538462,5.99759615384615,3.56526488682933,0.0134218730188418,0.0974851829789562,0.0706414369412726,"PTGS2/ALOX5/EGFR",3
"GO:0031983","vesicle lumen","3/32","330/19960",0.00909090909090909,5.67045454545454,3.42821847344052,0.0155846498436847,0.10176772621439,0.0737447291408626,"ALOX5/PKM/EGFR",3
"GO:1904813","ficolin-1-rich granule lumen","2/32","124/19960",0.0161290322580645,10.0604838709677,4.05553081228096,0.0168141635969635,0.10176772621439,0.0737447291408626,"ALOX5/PKM",2
"GO:0005641","nuclear envelope lumen","1/32","11/19960",0.0909090909090909,56.7045454545455,7.40523650132639,0.0174989322375295,0.10176772621439,0.0737447291408626,"ALOX5",1
"GO:0032797","SMN complex","1/32","11/19960",0.0909090909090909,56.7045454545455,7.40523650132639,0.0174989322375295,0.10176772621439,0.0737447291408626,"SMN1",1
"GO:0097504","Gemini of coiled bodies","1/32","12/19960",0.0833333333333333,51.9791666666667,7.07858083960171,0.0190749527983799,0.10176772621439,0.0737447291408626,"SMN1",1
"GO:1990454","L-type voltage-gated calcium channel complex","1/32","12/19960",0.0833333333333333,51.9791666666667,7.07858083960171,0.0190749527983799,0.10176772621439,0.0737447291408626,"CACNA1C",1
"GO:0030018","Z disc","2/32","133/19960",0.0150375939849624,9.3796992481203,3.88542267198545,0.0191822688765535,0.10176772621439,0.0737447291408626,"CACNA1C/SMN1",2
"GO:0000782","telomere cap complex","1/32","13/19960",0.0769230769230769,47.9807692307692,6.78993359028874,0.0206485241594415,0.10176772621439,0.0737447291408626,"TERT",1
"GO:0000783","nuclear telomere cap complex","1/32","13/19960",0.0769230769230769,47.9807692307692,6.78993359028874,0.0206485241594415,0.10176772621439,0.0737447291408626,"TERT",1
"GO:0030677","ribonuclease P complex","1/32","14/19960",0.0714285714285714,44.5535714285714,6.53239450443069,0.0222196500042746,0.102210390019663,0.0740655000142487,"HSD17B10",1
"GO:0140445","chromosome, telomeric repeat region","1/32","14/19960",0.0714285714285714,44.5535714285714,6.53239450443069,0.0222196500042746,0.102210390019663,0.0740655000142487,"TERT",1
"GO:0031674","I band","2/32","148/19960",0.0135135135135135,8.42905405405405,3.63506965601707,0.0234209236501738,0.10258719042281,0.0743385437846449,"CACNA1C/SMN1",2
"GO:0030673","axolemma","1/32","15/19960",0.0666666666666667,41.5833333333333,6.30070063305391,0.0237883340110864,0.10258719042281,0.0743385437846449,"MAPT",1
"GO:0034399","nuclear periphery","2/32","155/19960",0.0129032258064516,8.04838709677419,3.53004867787341,0.0255194206616999,0.106717577312563,0.0773315777627271,"ALOX5/MAPT",2
"GO:0034719","SMN-Sm protein complex","1/32","19/19960",0.0526315789473684,32.828947368421,5.56209152276302,0.0300387250351951,0.12192188396638,0.0883491912799856,"SMN1",1
"GO:0031256","leading edge membrane","2/32","182/19960",0.010989010989011,6.8543956043956,3.17935552519318,0.0342918203135413,0.1282704321478,0.0929495885128988,"MAPT/EGFR",2
"GO:0005697","telomerase holoenzyme complex","1/32","22/19960",0.0454545454545455,28.3522727272727,5.14371009948578,0.0347010584421966,0.1282704321478,0.0929495885128988,"TERT",1
"GO:0101002","ficolin-1-rich granule","2/32","185/19960",0.0108108108108108,6.74324324324324,3.14483127188888,0.0353301576606531,0.1282704321478,0.0929495885128988,"ALOX5/PKM",2
"GO:0097060","synaptic membrane","3/32","453/19960",0.00662251655629139,4.13079470198675,2.70097752383294,0.0354118031466659,0.1282704321478,0.0929495885128988,"CACNA1C/CNR2/EGFR",3
"GO:0098554","cytoplasmic side of endoplasmic reticulum membrane","1/32","23/19960",0.0434782608695652,27.1195652173913,5.02241364215719,0.0362503395200305,0.1282704321478,0.0929495885128988,"PTPN1",1
"GO:0098562","cytoplasmic side of membrane","2/32","210/19960",0.00952380952380952,5.94047619047619,2.88408083761287,0.0444458975563521,0.151003507545941,0.109422831555029,"CNR2/PTPN1",2
"GO:0005635","nuclear envelope","3/32","498/19960",0.00602409638554217,3.75753012048193,2.49720228231158,0.0448633609375621,0.151003507545941,0.109422831555029,"PTGS2/ALOX5/EGFR",3
"GO:0005640","nuclear outer membrane","1/32","31/19960",0.032258064516129,20.1209677419355,4.26933745172132,0.0485581689225196,0.157579669050391,0.114188165978544,"PTGS2",1
"GO:0030017","sarcomere","2/32","222/19960",0.00900900900900901,5.61936936936937,2.77344862924009,0.0491009113707741,0.157579669050391,0.114188165978544,"CACNA1C/SMN1",2
"GO:1902555","endoribonuclease complex","1/32","34/19960",0.0294117647058824,18.3455882352941,4.05630823332576,0.0531342340051864,0.166648279379903,0.12075962273906,"HSD17B10",1
"GO:0032993","protein-DNA complex","2/32","240/19960",0.00833333333333333,5.19791666666667,2.62179360392695,0.056400407905877,0.17173406358706,0.124444973613812,"TOP1/TERT",2
"GO:0030016","myofibril","2/32","243/19960",0.00823045267489712,5.13374485596708,2.59799856613049,0.0576524217783773,0.17173406358706,0.124444973613812,"CACNA1C/SMN1",2
"GO:0031904","endosome lumen","1/32","38/19960",0.0263157894736842,16.4144736842105,3.81124223072023,0.0592024992836752,0.17173406358706,0.124444973613812,"PTPN1",1
"GO:1905348","endonuclease complex","1/32","39/19960",0.0256410256410256,15.9935897435897,3.75573447087731,0.0607136688461146,0.17173406358706,0.124444973613812,"HSD17B10",1
"GO:0043292","contractile muscle fiber","2/32","253/19960",0.00790513833992095,4.93083003952569,2.52142926724168,0.0618959854159578,0.17173406358706,0.124444973613812,"CACNA1C/SMN1",2
"GO:0097386","glial cell projection","1/32","40/19960",0.025,15.59375,3.70224156093519,0.0622224868069058,0.17173406358706,0.124444973613812,"MAPT",1
"GO:0090575","RNA polymerase II transcription regulator complex","2/32","257/19960",0.00778210116731518,4.85408560311284,2.49192094554849,0.0636229666609257,0.172156262729564,0.124750915021423,"HIF1A/THRB",2
"GO:0005891","voltage-gated calcium channel complex","1/32","45/19960",0.0222222222222222,13.8611111111111,3.46104393832477,0.0697314263607312,0.185056477649633,0.13409889684756,"CACNA1C",1
"GO:0032838","plasma membrane bounded cell projection cytoplasm","2/32","275/19960",0.00727272727272727,4.53636363636364,2.36629057813478,0.0715945539497933,0.186416008397575,0.135084064056214,"HIF1A/MAPT",2
"GO:0031234","extrinsic component of cytoplasmic side of plasma membrane","1/32","50/19960",0.02,12.475,3.2554766697728,0.0771821049227217,0.197243157024733,0.142929823930966,"CNR2",1
"GO:0001673","male germ cell nucleus","1/32","52/19960",0.0192307692307692,11.9951923076923,3.18128960502789,0.0801461613920282,0.201094004947271,0.145720293440051,"TOP1",1
"GO:0030315","T-tubule","1/32","53/19960",0.0188679245283019,11.7688679245283,3.14570214234162,0.0816247289445419,0.201146653470478,0.145758444543825,"CACNA1C",1
"GO:0005637","nuclear inner membrane","1/32","55/19960",0.0181818181818182,11.3409090909091,3.07731174889436,0.0845749600608064,0.2047604296209,0.148377122913696,"PTGS2",1
"GO:0099568","cytoplasmic region","2/32","311/19960",0.00643086816720257,4.0112540192926,2.14471644511007,0.0884449518076352,0.208129959760258,0.150818811420477,"HIF1A/MAPT",2
"GO:0005791","rough endoplasmic reticulum","1/32","58/19960",0.0172413793103448,10.7543103448276,2.98108751626281,0.0889830987380812,0.208129959760258,0.150818811420477,"PKM",1
"GO:0045211","postsynaptic membrane","2/32","321/19960",0.00623052959501558,3.88629283489097,2.08903513030276,0.0933213851775579,0.209757923904338,0.151998495582853,"CACNA1C/CNR2",2
"GO:0034774","secretory granule lumen","2/32","324/19960",0.00617283950617284,3.85030864197531,2.07276660957986,0.0947997349633432,0.209757923904338,0.151998495582853,"ALOX5/PKM",2
"GO:0032589","neuron projection membrane","1/32","62/19960",0.0161290322580645,10.0604838709677,2.86322214302195,0.0948286403798824,0.209757923904338,0.151998495582853,"MAPT",1
"GO:0000791","euchromatin","1/32","63/19960",0.0158730158730159,9.90079365079365,2.83542215546944,0.0962843386162796,0.209757923904338,0.151998495582853,"HIF1A",1
"GO:0060205","cytoplasmic vesicle lumen","2/32","329/19960",0.0060790273556231,3.79179331306991,2.04607958004836,0.0972790371730262,0.209757923904338,0.151998495582853,"ALOX5/PKM",2
"GO:0005771","multivesicular body","1/32","68/19960",0.0147058823529412,9.17279411764706,2.70519334725629,0.103528877931609,0.214706802791229,0.155584639703789,"EGFR",1
"GO:0043073","germ cell nucleus","1/32","68/19960",0.0147058823529412,9.17279411764706,2.70519334725629,0.103528877931609,0.214706802791229,0.155584639703789,"TOP1",1
"GO:0016328","lateral plasma membrane","1/32","69/19960",0.0144927536231884,9.03985507246377,2.68075409344747,0.104971019290255,0.214706802791229,0.155584639703789,"SLC22A1",1
"GO:0032421","stereocilium bundle","1/32","70/19960",0.0142857142857143,8.91071428571428,2.6568060321759,0.106410913080548,0.214706802791229,0.155584639703789,"TRPA1",1
"GO:0034704","calcium channel complex","1/32","71/19960",0.0140845070422535,8.78521126760563,2.63333204435454,0.107848562692484,0.214706802791229,0.155584639703789,"CACNA1C",1
"GO:0044304","main axon","1/32","73/19960",0.0136986301369863,8.5445205479452,2.5877419120146,0.110717142916573,0.214706802791229,0.155584639703789,"MAPT",1
"GO:0031253","cell projection membrane","2/32","358/19960",0.00558659217877095,3.48463687150838,1.90093281436962,0.112017122447539,0.214706802791229,0.155584639703789,"MAPT/EGFR",2
"GO:0016234","inclusion body","1/32","74/19960",0.0135135135135135,8.42905405405405,2.56559547890321,0.112148080284032,0.214706802791229,0.155584639703789,"MAPT",1
"GO:0030669","clathrin-coated endocytic vesicle membrane","1/32","75/19960",0.0133333333333333,8.31666666666667,2.54386245079949,0.113576786983766,0.214706802791229,0.155584639703789,"EGFR",1
"GO:0005901","caveola","1/32","82/19960",0.0121951219512195,7.60670731707317,2.40224983179201,0.123515557257619,0.229864832416535,0.166568719142417,"PTGS2",1
"GO:0015030","Cajal body","1/32","83/19960",0.0120481927710843,7.51506024096386,2.38338709797297,0.124926539356813,0.229864832416535,0.166568719142417,"SMN1",1
"GO:0016324","apical plasma membrane","2/32","408/19960",0.00490196078431373,3.05759803921569,1.68270329685583,0.138680191592505,0.248966115833663,0.180410228864973,"SLC22A1/EGFR",2
"GO:0045334","clathrin-coated endocytic vesicle","1/32","93/19960",0.010752688172043,6.70698924731183,2.21052231615438,0.138915876226029,0.248966115833663,0.180410228864973,"EGFR",1
